#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,
376,CVE-2019-13542,476,,,2019-09-17,2019-10-09,4,None,Remote,Low,???,None,None,Partial,3S-Smart Software Solutions GmbH CODESYS V3 OPC UA Server,
614,CVE-2018-16851,476,,DoS,2018-11-28,2019-10-09,4,None,Remote,Low,???,None,None,Partial,Samba from version 4.0.0 and before versions 4.7.12,
687,CVE-2018-10918,476,,,2018-08-22,2019-10-09,4,None,Remote,Low,???,None,None,Partial,A null pointer dereference flaw was found in the way samba checked database outputs from the LDB database layer. An authenticated attacker could use this flaw to crash a samba server in an Active Directory Domain Controller configuration. Samba versions before 4.7.9 and 4.8.4 are vulnerable.,
1069,CVE-2017-2635,476,,DoS,2018-08-22,2019-10-09,4,None,Remote,Low,???,None,None,Partial,A NULL pointer deference flaw was found in the way libvirt from 2.5.0 to 3.0.0 handled empty drives. A remote authenticated attacker could use this flaw to crash libvirtd daemon resulting in denial of service.,
787,CVE-2017-1000358,476,,,2017-04-24,2019-10-03,4,None,Remote,Low,???,None,None,Partial,Controller throws an exception and does not allow user to add subsequent flow for a particular switch. Component: OpenDaylight odl-restconf feature contains this flaw. Version: OpenDaylight 4.0 is affected by this flaw.,
396,CVE-2019-12436,476,,DoS,2019-06-19,2019-06-20,4,None,Remote,Low,???,None,None,Partial,Samba 4.10.x before 4.10.5 has a NULL pointer dereference,
397,CVE-2019-12435,476,,DoS,2019-06-19,2019-06-19,4,None,Remote,Low,???,None,None,Partial,Samba 4.9.x before 4.9.9 and 4.10.x before 4.10.5 has a NULL pointer dereference,
489,CVE-2019-6445,476,,,2019-01-16,2019-01-22,4,None,Remote,Low,???,None,None,Partial,An issue was discovered in NTPsec before 1.1.3. An authenticated attacker can cause a NULL pointer dereference and ntpd crash in ntp_control.c,
735,CVE-2018-6972,476,,,2018-07-25,2018-10-02,4,None,Remote,Low,???,None,None,Partial,VMware ESXi (6.7 before ESXi670-201806401-BG,
752,CVE-2018-5710,476,,DoS,2018-01-16,2018-08-13,4,None,Remote,Low,???,None,None,Partial,"An issue was discovered in MIT Kerberos 5 (aka krb5) through 1.16. The pre-defined function ""strlen"" is getting a ""NULL"" string as a parameter value in plugins/kdb/ldap/libkdb_ldap/ldap_principal2.c in the Key Distribution Center (KDC)",
698,CVE-2018-10241,476,,DoS,2018-05-16,2018-06-20,4,None,Remote,Low,???,None,None,Partial,A denial of service vulnerability in SolarWinds Serv-U before 15.1.6 HFv1 allows an authenticated user to crash the application (with a NULL pointer dereference) via a specially crafted URL beginning with the /Web%20Client/ substring.,
769,CVE-2018-2384,476,,,2018-02-14,2018-02-27,4,None,Remote,Low,???,None,None,Partial,Under certain conditions a malicious user provoking a Null Pointer dereference can prevent legitimate users from accessing the SAP Internet Graphics Server,
1002,CVE-2017-7522,476,,,2017-06-27,2017-07-07,4,None,Remote,Low,???,None,None,Partial,OpenVPN versions before 2.4.3 and before 2.3.17 are vulnerable to denial-of-service by authenticated remote attacker via sending a certificate with an embedded NULL character.,
72,CVE-2021-1069,476,,,2021-01-20,2021-01-27,3.6,None,Local,Low,Not required,None,Partial,Partial,NVIDIA SHIELD TV,
73,CVE-2021-1064,476,,DoS +Info,2021-01-08,2021-01-11,3.6,None,Local,Low,Not required,Partial,None,Partial,NVIDIA vGPU manager contains a vulnerability in the vGPU plugin,
1254,CVE-2015-8956,476,,DoS +Info,2016-10-10,2018-01-05,3.6,None,Local,Low,Not required,Partial,None,Partial,The rfcomm_sock_bind function in net/bluetooth/rfcomm/sock.c in the Linux kernel before 4.2 allows local users to obtain sensitive information or cause a denial of service (NULL pointer dereference) via vectors involving a bind system call on a Bluetooth RFCOMM socket.,
1294,CVE-2014-5353,476,,DoS,2014-12-16,2021-02-02,3.5,None,Remote,Medium,???,None,None,Partial,The krb5_ldap_get_password_policy_from_dn function in plugins/kdb/ldap/libkdb_ldap/ldap_pwd_policy.c in MIT Kerberos 5 (aka krb5) before 1.13.1,
108,CVE-2020-26235,476,,,2020-11-24,2020-12-03,3.5,None,Remote,Medium,???,None,None,Partial,In Rust time crate from version 0.2.7 and before version 0.2.23,
198,CVE-2020-10602,476,,,2020-07-24,2020-08-05,3.5,None,Remote,Medium,???,None,None,Partial,In OSIsoft PI System multiple products and versions,
165,CVE-2020-13775,476,,,2020-06-02,2020-07-03,3.5,None,Remote,Medium,???,None,None,Partial,ZNC 1.8.0 up to 1.8.1-rc1 allows authenticated users to trigger an application crash (with a NULL pointer dereference) if echo-message is not enabled and there is no network.,
247,CVE-2020-1814,476,,,2020-02-18,2020-02-20,3.5,None,Remote,Medium,???,None,None,Partial,Huawei NIP6800 versions V500R001C30,
380,CVE-2019-13161,476,,,2019-07-12,2019-11-30,3.5,None,Remote,Medium,???,None,None,Partial,An issue was discovered in Asterisk Open Source through 13.27.0,
613,CVE-2018-16852,476,,DoS,2018-11-28,2019-10-09,3.5,None,Remote,Medium,???,None,None,Partial,Samba from version 4.9.0 and before version 4.9.3 is vulnerable to a NULL pointer de-reference. During the processing of an DNS zone in the DNS management DCE/RPC server,
503,CVE-2019-3840,476,,DoS,2019-03-27,2019-05-05,3.5,None,Remote,Medium,???,None,None,Partial,A NULL pointer dereference flaw was discovered in libvirt before version 5.0.0 in the way it gets interface information through the QEMU agent. An attacker in a guest VM can use this flaw to crash libvirtd and cause a denial of service.,
201,CVE-2020-10066,476,,,2021-05-25,2021-05-27,3.3,None,Local Network,Low,Not required,None,None,Partial,Incorrect Error Handling in Bluetooth HCI core. Zephyr versions >= v1.14.2,
778,CVE-2018-1050,476,,DoS,2018-03-13,2020-12-04,3.3,None,Local Network,Low,Not required,None,None,Partial,All versions of Samba from 4.0.0 onwards are vulnerable to a denial of service attack when the RPC spoolss service is configured to be run as an external daemon. Missing input sanitization checks on some of the input parameters to spoolss RPC calls could cause the print spooler service to crash.,
727,CVE-2018-7361,476,,DoS,2018-11-16,2019-10-09,3.3,None,Local Network,Low,Not required,None,None,Partial,All versions up to V1.1.10P3T18 of ZTE ZXHN F670 product are impacted by null pointer dereference vulnerability,
753,CVE-2018-5449,476,,DoS,2018-03-05,2019-10-09,3.3,None,Local Network,Low,Not required,None,None,Partial,A NULL Pointer Dereference issue was discovered in Moxa OnCell G3100-HSPA Series version 1.4 Build 16062919 and prior. The application does not check for a NULL value,
638,CVE-2018-14853,476,,Exec Code,2018-12-17,2019-01-08,3.3,None,Local Network,Low,Not required,None,None,Partial,A NULL pointer dereference in dhd_prot_txdata_write_flush in drivers/net/wireless/bcmdhd4358/dhd_msgbuf.c in the bcmdhd4358 Wi-Fi driver on the Samsung Galaxy S6 SM-G920F G920FXXU5EQH7 allows an attacker (who has obtained code execution on the Wi-Fi chip) to cause the device to reboot. The Samsung ID is SVE-2018-11783.,
176,CVE-2020-12866,476,,DoS,2020-06-24,2020-11-02,2.7,None,Local Network,Low,???,None,None,Partial,A NULL pointer dereference in SANE Backends before 1.0.30 allows a malicious device connected to the same local network as the victim to cause a denial of service,
120,CVE-2020-24890,476,,Exec Code,2020-09-16,2020-11-23,2.6,None,Remote,High,Not required,None,None,Partial,** DISPUTED ** libraw 20.0 has a null pointer dereference vulnerability in parse_tiff_ifd in src/metadata/tiff.cpp,
1045,CVE-2017-5969,476,,DoS,2017-04-11,2017-11-11,2.6,None,Remote,High,Not required,None,None,Partial,** DISPUTED ** libxml2 2.9.4,
100,CVE-2020-27830,476,,,2021-05-13,2021-06-25,2.1,None,Local,Low,Not required,None,None,Partial,A vulnerability was found in Linux Kernel where in the spk_ttyio_receive_buf2() function,
86,CVE-2020-35505,476,,DoS,2021-05-28,2021-06-14,2.1,None,Local,Low,Not required,None,None,Partial,A NULL pointer dereference flaw was found in the am53c974 SCSI host bus adapter emulation of QEMU in versions before 6.0.0. This issue occurs while handling the 'Information Transfer' command. This flaw allows a privileged guest user to crash the QEMU process on the host,
174,CVE-2020-13435,476,,,2020-05-24,2021-06-14,2.1,None,Local,Low,Not required,None,None,Partial,SQLite through 3.32.0 has a segmentation fault in sqlite3ExprCodeTarget in expr.c.,
299,CVE-2019-18885,476,,,2019-11-14,2021-06-14,2.1,None,Local,Low,Not required,None,None,Partial,fs/btrfs/volumes.c in the Linux kernel before 5.1 allows a btrfs_verify_dev_extents NULL pointer dereference via a crafted btrfs image because fs_devices->devices is mishandled within find_device,
88,CVE-2020-35503,476,,DoS,2021-06-02,2021-06-11,2.1,None,Local,Low,Not required,None,None,Partial,A NULL pointer dereference flaw was found in the megasas-gen2 SCSI host bus adapter emulation of QEMU in versions before and including 6.0. This issue occurs in the megasas_command_cancelled() callback function while dropping a SCSI request. This flaw allows a privileged guest user to crash the QEMU process on the host,
413,CVE-2019-12067,476,,DoS,2021-06-02,2021-06-11,2.1,None,Local,Low,Not required,None,None,Partial,The ahci_commit_buf function in ide/ahci.c in QEMU allows attackers to cause a denial of service (NULL dereference) when the command header 'ad->cur_cmd' is null.,
15,CVE-2021-30178,476,,,2021-04-07,2021-06-04,2.1,None,Local,Low,Not required,None,None,Partial,An issue was discovered in the Linux kernel through 5.11.11. synic_get in arch/x86/kvm/hyperv.c has a NULL pointer dereference for certain accesses to the SynIC Hyper-V context,
59,CVE-2021-20196,476,,DoS,2021-05-26,2021-06-04,2.1,None,Local,Low,Not required,None,None,Partial,A NULL pointer dereference flaw was found in the floppy disk emulator of QEMU. This issue occurs while processing read/write ioport commands if the selected floppy drive is not initialized with a block device. This flaw allows a privileged guest user to crash the QEMU process on the host,
87,CVE-2020-35504,476,,DoS,2021-05-28,2021-06-02,2.1,None,Local,Low,Not required,None,None,Partial,A NULL pointer dereference flaw was found in the SCSI emulation support of QEMU in versions before 6.0.0. This flaw allows a privileged guest user to crash the QEMU process on the host,
20,CVE-2021-29572,476,,,2021-05-14,2021-05-20,2.1,None,Local,Low,Not required,None,None,Partial,TensorFlow is an end-to-end open source platform for machine learning. The implementation of `tf.raw_ops.SdcaOptimizer` triggers undefined behavior due to dereferencing a null pointer. The implementation(https://github.com/tensorflow/tensorflow/blob/60a45c8b6192a4699f2e2709a2645a751d435cc3/tensorflow/core/kernels/sdca_internal.cc) does not validate that the user supplied arguments satisfy all constraints expected by the op(https://www.tensorflow.org/api_docs/python/tf/raw_ops/SdcaOptimizer). The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
21,CVE-2021-29565,476,,,2021-05-14,2021-05-20,2.1,None,Local,Low,Not required,None,None,Partial,TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a null pointer dereference in the implementation of `tf.raw_ops.SparseFillEmptyRows`. This is because of missing validation(https://github.com/tensorflow/tensorflow/blob/fdc82089d206e281c628a93771336bf87863d5e8/tensorflow/core/kernels/sparse_fill_empty_rows_op.cc#L230-L231) that was covered under a `TODO`. If the `dense_shape` tensor is empty,
22,CVE-2021-29564,476,,,2021-05-14,2021-05-20,2.1,None,Local,Low,Not required,None,None,Partial,TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a null pointer dereference in the implementation of `tf.raw_ops.EditDistance`. This is because the implementation(https://github.com/tensorflow/tensorflow/blob/79865b542f9ffdc9caeb255631f7c56f1d4b6517/tensorflow/core/kernels/edit_distance_op.cc#L103-L159) has incomplete validation of the input parameters. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
23,CVE-2021-29541,476,,,2021-05-14,2021-05-20,2.1,None,Local,Low,Not required,None,None,Partial,TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a dereference of a null pointer in `tf.raw_ops.StringNGrams`. This is because the implementation(https://github.com/tensorflow/tensorflow/blob/1cdd4da14282210cc759e468d9781741ac7d01bf/tensorflow/core/kernels/string_ngrams_op.cc#L67-L74) does not fully validate the `data_splits` argument. This would result in `ngrams_data`(https://github.com/tensorflow/tensorflow/blob/1cdd4da14282210cc759e468d9781741ac7d01bf/tensorflow/core/kernels/string_ngrams_op.cc#L106-L110) to be a null pointer when the output would be computed to have 0 or negative size. Later writes to the output tensor would then cause a null pointer dereference. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2,
26,CVE-2021-29516,476,,,2021-05-14,2021-05-20,2.1,None,Local,Low,Not required,None,None,Partial,TensorFlow is an end-to-end open source platform for machine learning. Calling `tf.raw_ops.RaggedTensorToVariant` with arguments specifying an invalid ragged tensor results in a null pointer dereference. The implementation of `RaggedTensorToVariant` operations(https://github.com/tensorflow/tensorflow/blob/904b3926ed1c6c70380d5313d282d248a776baa1/tensorflow/core/kernels/ragged_tensor_to_variant_op.cc#L39-L40) does not validate that the ragged tensor argument is non-empty. Since `batched_ragged` contains no elements,
63,CVE-2021-3502,476,,,2021-05-07,2021-05-17,2.1,None,Local,Low,Not required,None,None,Partial,A flaw was found in avahi 0.8-5. A reachable assertion is present in avahi_s_host_name_resolver_start function allowing a local attacker to crash the avahi service by requesting hostname resolutions through the avahi socket or dbus methods for invalid hostnames. The highest threat from this vulnerability is to the service availability.,
187,CVE-2020-11254,476,,Mem. Corr.,2021-05-07,2021-05-14,2.1,None,Local,Low,Not required,None,None,Partial,Memory corruption during buffer allocation due to dereferencing session ctx pointer without checking if pointer is valid in Snapdragon Auto,
51,CVE-2021-25674,476,,,2021-03-15,2021-03-18,2.1,None,Local,Low,Not required,None,None,Partial,A vulnerability has been identified in SIMATIC S7-PLCSIM V5.4 (All versions). An attacker with local access to the system could cause a Denial-of-Service condition in the application when it is used to open a specially crafted file. As a consequence,
150,CVE-2020-15469,476,,,2020-07-02,2021-02-24,2.1,None,Local,Low,Not required,None,None,Partial,In QEMU 4.2.0,
179,CVE-2020-12370,476,,DoS,2021-02-17,2021-02-22,2.1,None,Local,Low,Not required,None,None,Partial,Untrusted pointer dereference in some Intel(R) Graphics Drivers before version 26.20.100.8141 may allow a privileged user to potentially enable a denial of service via local access.,
180,CVE-2020-12365,476,,DoS,2021-02-17,2021-02-22,2.1,None,Local,Low,Not required,None,None,Partial,Untrusted pointer dereference in some Intel(R) Graphics Drivers before versions 15.33.51.5146,
181,CVE-2020-12364,476,,DoS,2021-02-17,2021-02-22,2.1,None,Local,Low,Not required,None,None,Partial,Null pointer reference in some Intel(R) Graphics Drivers for Windows* before version 26.20.100.7212 and before version Linux kernel version 5.5 may allow a privileged user to potentially enable a denial of service via local access.,
