#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
1261,CVE-2016-6177,190,,Overflow,2017-04-02,2017-04-06,4,None,Remote,Low,???,None,None,Partial,The Huawei OceanStor 5800 V300R003C00 has an integer overflow vulnerability. An authenticated attacker may send massive abnormal Network File System (NFS) packets,,,,
1262,CVE-2016-6164,190,,Overflow,2017-01-23,2017-02-01,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the mov_build_index function in libavformat/mov.c in FFmpeg before 2.8.8,,,,
1263,CVE-2016-5844,190,,DoS Overflow,2016-09-21,2019-12-27,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the ISO parser in libarchive before 3.2.1 allows remote attackers to cause a denial of service (application crash) via a crafted ISO file.,,,,
1264,CVE-2016-5841,190,,DoS Exec Code Overflow,2016-12-13,2016-12-15,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in MagickCore/profile.c in ImageMagick before 7.0.2-1 allows remote attackers to cause a denial of service (segmentation fault) or possibly execute arbitrary code via vectors involving the offset variable.,,,,
1265,CVE-2016-5770,190,,DoS Overflow,2016-08-07,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the SplFileObject::fread function in spl_directory.c in the SPL extension in PHP before 5.5.37 and 5.6.x before 5.6.23 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a large integer argument,,,,
1266,CVE-2016-5769,190,,DoS Overflow,2016-08-07,2016-11-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in mcrypt.c in the mcrypt extension in PHP before 5.5.37,,,,
1267,CVE-2016-5767,190,,DoS Overflow,2016-08-07,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the gdImageCreate function in gd.c in the GD Graphics Library (aka libgd) before 2.0.34RC1,,,,
1268,CVE-2016-5766,190,,DoS Overflow,2016-08-07,2019-04-22,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the _gd2GetHeader function in gd_gd2.c in the GD Graphics Library (aka libgd) before 2.2.3,,,,
1269,CVE-2016-5762,190,,Exec Code Overflow,2017-04-20,2019-05-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the Post Office Agent in Novell GroupWise before 2014 R2 Service Pack 1 Hot Patch 1 might allow remote attackers to execute arbitrary code via a long (1) username or (2) password,,,,
1270,CVE-2016-5735,190,,Overflow,2017-05-23,2020-06-28,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the rwpng_read_image24_libpng function in rwpng.c in pngquant 2.7.0 allows remote attackers to have unspecified impact via a crafted PNG file,,,,
1271,CVE-2016-5636,190,,Overflow,2016-09-02,2019-02-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,Integer overflow in the get_data function in zipimport.c in CPython (aka Python) before 2.7.12,,,,
1272,CVE-2016-5344,190,,DoS Overflow,2016-08-30,2020-08-04,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in the MDSS driver for the Linux kernel 3.x,,,,
1273,CVE-2016-5297,190,,Overflow,2018-06-11,2018-07-30,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,An error in argument length checking in JavaScript,,,,
1274,CVE-2016-5261,190,,DoS Exec Code Overflow Mem. Corr.,2016-08-05,2018-06-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the WebSocketChannel class in the WebSockets subsystem in Mozilla Firefox before 48.0 and Firefox ESR < 45.4 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted packets that trigger incorrect buffer-resize operations during buffering.,,,,
1275,CVE-2016-5223,190,,Overflow,2017-01-19,2018-01-05,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in PDFium in Google Chrome prior to 55.0.2883.75 for Mac,,,,
1276,CVE-2016-5221,190,,Bypass,2017-01-19,2018-01-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Type confusion in libGLESv2 in ANGLE in Google Chrome prior to 55.0.2883.75 for Mac,,,,
1277,CVE-2016-5159,190,,DoS Overflow,2016-09-11,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Multiple integer overflows in OpenJPEG,,,,
1278,CVE-2016-5158,190,,DoS Overflow,2016-09-11,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Multiple integer overflows in the opj_tcd_init_tile function in tcd.c in OpenJPEG,,,,
1279,CVE-2016-5152,190,,DoS Overflow,2016-09-11,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the opj_tcd_get_decoded_tile_size function in tcd.c in OpenJPEG,,,,
1280,CVE-2016-5138,190,,DoS Overflow,2016-08-01,2017-07-01,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the kbasep_vinstr_attach_client function in midgard/mali_kbase_vinstr.c in Google Chrome before 52.0.2743.85 allows remote attackers to cause a denial of service (heap-based buffer overflow and use-after-free) by leveraging an unrestricted multiplication.,,,,
1281,CVE-2016-5096,190,,DoS Overflow,2016-08-07,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the fread function in ext/standard/file.c in PHP before 5.5.36 and 5.6.x before 5.6.22 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a large integer in the second argument.,,,,
1282,CVE-2016-5095,190,,DoS Overflow,2016-08-07,2016-11-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the php_escape_html_entities_ex function in ext/standard/html.c in PHP before 5.5.36 and 5.6.x before 5.6.22 allows remote attackers to cause a denial of service or possibly have unspecified other impact by triggering a large output string from a FILTER_SANITIZE_FULL_SPECIAL_CHARS filter_var call. NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-5094.,,,,
1283,CVE-2016-5094,190,,DoS Overflow,2016-08-07,2018-01-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Integer overflow in the php_html_entities function in ext/standard/html.c in PHP before 5.5.36 and 5.6.x before 5.6.22 allows remote attackers to cause a denial of service or possibly have unspecified other impact by triggering a large output string from the htmlspecialchars function.,,,,
1284,CVE-2016-4490,190,,DoS Overflow,2017-02-24,2017-07-28,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in cp-demangle.c in libiberty allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted binary,,,,
1285,CVE-2016-4489,190,,DoS Overflow,2017-02-24,2017-07-28,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the gnu_special function in libiberty allows remote attackers to cause a denial of service (segmentation fault and crash) via a crafted binary,,,,
1286,CVE-2016-4352,190,,DoS Overflow,2017-02-03,2017-02-07,4.3,None,Remote,Medium,Not required,None,None,Partial,Integer overflow in the demuxer function in libmpdemux/demux_gif.c in Mplayer allows remote attackers to cause a denial of service (crash) via large dimensions in a gif file.,,,,
1287,CVE-2016-4300,190,,Exec Code Overflow,2016-09-21,2017-11-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the read_SubStreamsInfo function in archive_read_support_format_7zip.c in libarchive before 3.2.1 allows remote attackers to execute arbitrary code via a 7zip file with a large number of substreams,,,,
1288,CVE-2016-4298,190,,Exec Code Overflow,2017-01-06,2017-01-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When opening a Hangul HShow Document (.hpt) and processing a structure within the document,,,,
1289,CVE-2016-4291,190,,Exec Code Overflow,2017-01-06,2017-01-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When opening a Hangul HShow Document (.hpt) and processing a structure within the document,,,,
1290,CVE-2016-4290,190,,Exec Code Overflow,2017-01-06,2017-01-11,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,When opening a Hangul HShow Document (.hpt) and processing a structure within the document,,,,
1291,CVE-2016-4287,190,,Exec Code Overflow,2016-09-14,2018-01-05,10,None,Remote,Low,Not required,Complete,Complete,Complete,Integer overflow in Adobe Flash Player before 18.0.0.375 and 19.x through 23.x before 23.0.0.162 on Windows and OS X and before 11.2.202.635 on Linux allows attackers to execute arbitrary code via unspecified vectors.,,,,
1292,CVE-2016-3935,190,,Overflow +Priv,2016-10-10,2016-11-28,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Multiple integer overflows in drivers/crypto/msm/qcedev.c in the Qualcomm cryptographic engine driver in Android before 2016-10-05 on Nexus 5X,,,,
1293,CVE-2016-3901,190,,Overflow +Priv,2016-10-10,2016-11-28,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Multiple integer overflows in drivers/crypto/msm/qcedev.c in the Qualcomm cryptographic engine driver in Android before 2016-10-05 on Nexus 5X,,,,
1294,CVE-2016-3712,190,,DoS Overflow,2016-05-11,2020-05-14,2.1,None,Local,Low,Not required,None,None,Partial,Integer overflow in the VGA module in QEMU allows local guest OS users to cause a denial of service (out-of-bounds read and QEMU process crash) by editing VGA registers in VBE mode.,,,,
1295,CVE-2016-3078,190,,DoS Overflow,2016-08-07,2017-09-07,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in php_zip.c in the zip extension in PHP before 7.0.6 allow remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted call to (1) getFromIndex or (2) getFromName in the ZipArchive class.,,,,
1296,CVE-2016-2399,190,,DoS Overflow,2017-01-30,2017-11-04,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the quicktime_read_pascal function in libquicktime 1.2.4 and earlier allows remote attackers to cause a denial of service or possibly have other unspecified impact via a crafted hdlr MP4 atom.,,,,
1297,CVE-2016-2347,190,,Exec Code,2017-04-21,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer underflow in the decode_level3_header function in lib/lha_file_header.c in Lhasa before 0.3.1 allows remote attackers to execute arbitrary code via a crafted archive.,,,,
1298,CVE-2016-2326,190,,DoS Overflow,2016-02-12,2017-07-01,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the asf_write_packet function in libavformat/asfenc.c in FFmpeg before 2.8.5 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted PTS (aka presentation timestamp) value in a .mov file.,,,,
1299,CVE-2016-2177,190,,DoS Overflow,2016-06-20,2019-12-27,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,OpenSSL through 1.0.2h incorrectly uses pointer arithmetic for heap-buffer boundary checks,,,,
1300,CVE-2016-2147,190,,DoS Overflow,2017-02-09,2021-02-18,5,None,Remote,Low,Not required,None,None,Partial,Integer overflow in the DHCP client (udhcpc) in BusyBox before 1.25.0 allows remote attackers to cause a denial of service (crash) via a malformed RFC1035-encoded domain name,,,,
1301,CVE-2016-2120,190,,Overflow,2018-11-01,2019-10-09,4,None,Remote,Low,???,None,None,Partial,An issue has been found in PowerDNS Authoritative Server versions up to and including 3.4.10,,,,
1302,CVE-2016-2068,190,,DoS Overflow +Priv,2016-07-11,2020-07-31,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The MSM QDSP6 audio driver (aka sound driver) for the Linux kernel 3.x,,,,
1303,CVE-2016-2062,190,,DoS Overflow,2016-05-05,2020-08-03,4.6,None,Local,Low,Not required,Partial,Partial,Partial,The adreno_perfcounter_query_group function in drivers/gpu/msm/adreno_perfcounter.c in the Adreno GPU driver for the Linux kernel 3.x,,,,
1304,CVE-2016-1951,190,,DoS Overflow,2016-08-07,2016-11-28,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer overflows in io/prprf.c in Mozilla Netscape Portable Runtime (NSPR) before 4.12 allow remote attackers to cause a denial of service (buffer overflow) or possibly have unspecified other impact via a long string to a PR_*printf function.,,,,
1305,CVE-2016-1889,190,,Overflow +Priv,2017-02-15,2017-02-16,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in the bhyve hypervisor in FreeBSD 10.1,,,,
1306,CVE-2016-1753,190,,Exec Code Overflow,2016-03-24,2019-03-25,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Multiple integer overflows in the kernel in Apple iOS before 9.3,,,,
1307,CVE-2015-9220,190,,Overflow,2018-04-18,2018-05-02,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear IPQ4019,,,,
1308,CVE-2015-9219,190,,Overflow,2018-04-18,2018-05-01,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile SD 400 and SD 800,,,,
1309,CVE-2015-9201,190,,Overflow,2018-04-18,2018-05-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile,,,,
1310,CVE-2015-9190,190,,Overflow Mem. Corr. Bypass,2018-04-18,2018-05-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Mobile and Snapdragon Wear IPQ4019,,,,
1311,CVE-2015-9160,190,,Overflow,2018-04-18,2018-05-09,10,None,Remote,Low,Not required,Complete,Complete,Complete,In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile,,,,
